mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin_japan,origin_usa
-0.7059298636464784,1.495535471379065,1.0880968531612625,0.6705771735887589,0.6283370705242137,-1.2929076286144783,-1.6250532994840754,False,True
-1.0940576762228589,1.495535471379065,1.501042205813262,1.5874901658162541,0.851810734487371,-1.4743827836703218,-1.6250532994840754,False,True
-0.7059298636464784,1.495535471379065,1.1937340363978206,1.1945274548616134,0.5479338475110144,-1.6558579387261654,-1.6250532994840754,False,True
-0.9646817386973986,1.495535471379065,1.059286712278565,1.1945274548616134,0.5443866464957261,-1.2929076286144783,-1.6250532994840754,False,True
-0.8353058011719384,1.495535471379065,1.0400799516900998,0.9325523142251861,0.5633050519105965,-1.837333093782009,-1.6250532994840754,False,True
-1.0940576762228589,1.495535471379065,2.259709249057633,2.452008129916464,1.6180061537896244,-2.0188082488378525,-1.6250532994840754,False,True
-1.2234336137483188,1.495535471379065,2.4997937564134465,3.0283534393166036,1.6333773581892068,-2.3817585589495396,-1.6250532994840754,False,True
-1.2234336137483188,1.495535471379065,2.365346432294191,2.8973658689983903,1.5837165439751717,-2.563233714005383,-1.6250532994840754,False,True
-1.2234336137483188,1.495535471379065,2.5093971367076793,3.1593410096348173,1.7173277822176944,-2.0188082488378525,-1.6250532994840754,False,True
-1.0940576762228589,1.495535471379065,1.8851774175825637,2.242428017407322,1.0374475876207874,-2.563233714005383,-1.6250532994840754,False,True
-1.0940576762228589,1.495535471379065,1.817953755522936,1.7184777361344679,0.6980986904915486,-2.0188082488378525,-1.6250532994840754,False,True
-1.2234336137483188,1.495535471379065,1.4050084028709366,1.4565025954980406,0.7524891060593012,-2.7447088690612267,-1.6250532994840754,False,True
-1.0940576762228589,1.495535471379065,1.9812112205248893,1.1945274548616134,0.9322139575005705,-2.200283403893696,-1.6250532994840754,False,True
-1.2234336137483188,1.495535471379065,2.5093971367076793,3.1593410096348173,0.13409372906072312,-2.0188082488378525,-1.6250532994840754,False,True
0.07032576150628254,-0.8581913160837248,-0.7749589239198511,-0.24633581863873635,-0.710140112577871,-0.20405669827941703,-1.6250532994840754,True,False
-0.18842611354463773,0.3186720776476701,0.04132840108991523,-0.24633581863873635,-0.16505355656191598,-0.022581543223573485,-1.6250532994840754,False,True
-0.7059298636464784,0.3186720776476701,0.05093178138414777,-0.1939407905114509,-0.23481517652925077,-0.022581543223573485,-1.6250532994840754,False,True
-0.3178020510700979,0.3186720776476701,0.060535161678380314,-0.5083109592751636,-0.45592403981554924,0.15889361183227008,-1.6250532994840754,False,True
0.458453574082663,-0.8581913160837248,-0.9286130086275718,-0.4297184170842354,-0.9962809944777866,-0.3855318533352606,-1.6250532994840754,True,False
0.32907763655720285,-0.8581913160837248,-0.9286130086275718,-1.5300140077572297,-1.3450890943144607,1.792170007334862,-1.6250532994840754,False,False
0.1997016990317427,-0.8581913160837248,-0.8037690648025487,-0.45591593114787815,-0.3554200110490499,0.7033190769998007,-1.6250532994840754,False,False
0.07032576150628254,-0.8581913160837248,-0.8325792056852463,-0.37732338895694995,-0.6415608929489656,-0.3855318533352606,-1.6250532994840754,False,False
0.1997016990317427,-0.8581913160837248,-0.861389346567944,-0.24633581863873635,-0.7065929115625827,0.7033190769998007,-1.6250532994840754,False,False
0.32907763655720285,-0.8581913160837248,-0.6981318815659907,0.22521943450683263,-0.8733113592811287,-1.1114324735586347,-1.6250532994840754,False,False
-0.3178020510700979,0.3186720776476701,0.05093178138414777,-0.37732338895694995,-0.38379761917135563,-0.20405669827941703,-1.6250532994840754,False,True
-1.7409373638501595,1.495535471379065,1.5970760087555875,2.8973658689983903,1.9419838465192811,-0.5670070083911042,-1.6250532994840754,False,True
-1.7409373638501595,1.495535471379065,1.0880968531612625,2.5044031580437496,1.6593901656346537,-0.20405669827941703,-1.6250532994840754,False,True
-1.6115614263246993,1.495535471379065,1.1937340363978206,2.7663782986801766,1.66648456766523,-0.7484821634469477,-1.6250532994840754,False,True
-1.8703133013756197,1.495535471379065,1.059286712278565,2.3210205595982503,2.0803246861155213,1.0662693871114879,-1.6250532994840754,False,True
